sno,name,handedness,height,weight,avg,HR,ratio,bodyindex,bodytype,CatAvg
797,Rick Burleson,RIGHT,70,165,0.273,50,0.424242424,1,MODERATE,4.50E-04
801,Carl Taylor,RIGHT,74,200,0.266,10,0.37,0,HEAVY,4.50E-04
802,Terry Harmon,RIGHT,74,180,0.233,4,0.411111111,1,MODERATE,4.50E-04
803,Mike Hargrove,LEFT,72,195,0.29,80,0.369230769,0,HEAVY,9.95E-04
805,Steve Hovley,LEFT,70,188,0.258,8,0.372340426,0,HEAVY,9.95E-04
806,Don Leppert,RIGHT,74,220,0.229,15,0.336363636,0,HEAVY,4.50E-04
814,Lee May,RIGHT,75,195,0.267,354,0.384615385,1,MODERATE,4.50E-04
816,Sam McDowell,LEFT,77,190,0.154,2,0.405263158,1,MODERATE,9.95E-04
817,Rick Renick,RIGHT,72,188,0.221,20,0.382978723,1,MODERATE,4.50E-04
818,Jeff Torborg,RIGHT,72,195,0.214,8,0.369230769,0,HEAVY,4.50E-04
819,Dave Campbell,RIGHT,73,180,0.213,20,0.405555556,1,MODERATE,4.50E-04
820,Pat Kelly,LEFT,73,185,0.264,76,0.394594595,1,MODERATE,9.95E-04
821,Al Weis,BOTH,72,160,0.219,7,0.45,2,LEAN,0.002943388
822,Jerry Turner,LEFT,69,180,0.257,45,0.383333333,1,MODERATE,9.95E-04
823,Rick Auerbach,RIGHT,72,165,0.22,9,0.436363636,2,LEAN,4.50E-04
825,Don Wilson,RIGHT,74,195,0.146,1,0.379487179,1,MODERATE,4.50E-04
828,Sandy Valdespino,LEFT,68,170,0.23,7,0.4,1,MODERATE,9.95E-04
832,Ken Phelps,LEFT,73,209,0.239,123,0.349282297,0,HEAVY,9.95E-04
833,Cesar Cedeno,RIGHT,74,175,0.285,199,0.422857143,1,MODERATE,4.50E-04
835,Phil Linz,RIGHT,73,180,0.235,11,0.405555556,1,MODERATE,4.50E-04
836,Manny Mota,RIGHT,70,160,0.304,31,0.4375,2,LEAN,4.50E-04
838,Steve Renko,RIGHT,77,230,0.215,6,0.334782609,0,HEAVY,4.50E-04
839,Rick Sofield,LEFT,73,195,0.243,9,0.374358974,0,HEAVY,9.95E-04
842,Doug DeCinces,RIGHT,74,190,0.259,237,0.389473684,1,MODERATE,4.50E-04
843,John Castino,RIGHT,71,175,0.278,41,0.405714286,1,MODERATE,4.50E-04
844,Dave May,LEFT,70,186,0.251,96,0.376344086,0,HEAVY,9.95E-04
845,Ron Washington,RIGHT,71,155,0.261,20,0.458064516,2,LEAN,4.50E-04
846,Billy Grabarkewitz,RIGHT,70,165,0.236,28,0.424242424,1,MODERATE,4.50E-04
847,Willie Aikens,LEFT,75,220,0.271,110,0.340909091,0,HEAVY,9.95E-04
848,Earl Williams,RIGHT,75,215,0.247,138,0.348837209,0,HEAVY,4.50E-04
851,Don Hahn,RIGHT,73,180,0.236,7,0.405555556,1,MODERATE,4.50E-04
852,Todd Cruz,RIGHT,72,175,0.22,34,0.411428571,1,MODERATE,4.50E-04
853,Tom Egan,RIGHT,76,218,0.2,22,0.348623853,0,HEAVY,4.50E-04
854,Bob Heise,RIGHT,72,175,0.247,1,0.411428571,1,MODERATE,4.50E-04
855,Tommy Harper,RIGHT,69,165,0.257,146,0.418181818,1,MODERATE,4.50E-04
856,Joe Wallis,BOTH,71,180,0.244,16,0.394444444,1,MODERATE,0.002943388
857,Max Alvis,RIGHT,71,185,0.247,111,0.383783784,1,MODERATE,4.50E-04
858,Rico Carty,RIGHT,75,200,0.299,204,0.375,0,HEAVY,4.50E-04
859,Mike Cubbage,LEFT,72,180,0.258,34,0.4,1,MODERATE,9.95E-04
861,Merritt Ranew,LEFT,71,170,0.247,8,0.417647059,1,MODERATE,9.95E-04
862,Lyman Bostock,LEFT,73,180,0.311,23,0.405555556,1,MODERATE,9.95E-04
863,Damaso Garcia,RIGHT,73,165,0.283,36,0.442424242,2,LEAN,4.50E-04
866,Roy Howell,LEFT,73,190,0.261,80,0.384210526,1,MODERATE,9.95E-04
867,Boog Powell,LEFT,76,230,0.266,339,0.330434783,0,HEAVY,9.95E-04
869,Sonny Siebert,RIGHT,75,190,0.173,12,0.394736842,1,MODERATE,4.50E-04
871,Bobby Darwin,RIGHT,74,190,0.251,83,0.389473684,1,MODERATE,4.50E-04
873,Dan Driessen,LEFT,71,187,0.267,153,0.379679144,1,MODERATE,9.95E-04
874,Bruce Miller,RIGHT,73,185,0.246,1,0.394594595,1,MODERATE,4.50E-04
875,Bob Bailor,RIGHT,71,170,0.264,9,0.417647059,1,MODERATE,4.50E-04
876,Tommy Helms,RIGHT,70,165,0.269,34,0.424242424,1,MODERATE,4.50E-04
877,Tony Armas,RIGHT,71,182,0.252,251,0.39010989,1,MODERATE,4.50E-04
878,Willie Horton,RIGHT,71,209,0.273,325,0.339712919,0,HEAVY,4.50E-04
879,Lou Piniella,RIGHT,72,182,0.291,102,0.395604396,1,MODERATE,4.50E-04
880,Butch Hobson,RIGHT,73,193,0.248,98,0.378238342,0,HEAVY,4.50E-04
881,John Wathan,RIGHT,74,205,0.262,21,0.36097561,0,HEAVY,4.50E-04
882,Hal King,LEFT,73,200,0.214,24,0.365,0,HEAVY,9.95E-04
883,Mike Krukow,RIGHT,77,205,0.193,5,0.375609756,0,HEAVY,4.50E-04
884,Andres Mora,RIGHT,72,180,0.223,27,0.4,1,MODERATE,4.50E-04
885,Barry Foote,RIGHT,75,205,0.23,57,0.365853659,0,HEAVY,4.50E-04
886,Ed Ott,LEFT,70,190,0.259,33,0.368421053,0,HEAVY,9.95E-04
887,Alan Wiggins,BOTH,74,160,0.259,5,0.4625,2,LEAN,0.002943388
888,Ron Clark,RIGHT,70,175,0.189,5,0.4,1,MODERATE,4.50E-04
891,Julio Gotay,RIGHT,72,180,0.26,6,0.4,1,MODERATE,4.50E-04
892,Gary Alexander,RIGHT,74,195,0.23,55,0.379487179,1,MODERATE,4.50E-04
893,Andre Thornton,RIGHT,75,200,0.254,253,0.375,0,HEAVY,4.50E-04
894,Bob Oliver,RIGHT,75,205,0.256,94,0.365853659,0,HEAVY,4.50E-04
900,Bob Robertson,RIGHT,73,195,0.242,115,0.374358974,0,HEAVY,4.50E-04
903,Ollie Brown,RIGHT,74,178,0.265,102,0.415730337,1,MODERATE,4.50E-04
905,Frank Quilici,RIGHT,73,170,0.214,5,0.429411765,1,MODERATE,4.50E-04
907,Joe Pepitone,LEFT,74,185,0.258,219,0.4,1,MODERATE,9.95E-04
908,Steve Barber,LEFT,72,195,0.115,5,0.369230769,0,HEAVY,9.95E-04
910,Norm Miller,LEFT,70,185,0.238,24,0.378378378,0,HEAVY,9.95E-04
913,Bob Chance,LEFT,74,196,0.261,24,0.37755102,0,HEAVY,9.95E-04
914,Julio Cruz,BOTH,69,165,0.237,23,0.418181818,1,MODERATE,0.002943388
915,Bill Sample,RIGHT,69,175,0.272,46,0.394285714,1,MODERATE,4.50E-04
918,Craig Kusick,RIGHT,75,210,0.235,46,0.357142857,0,HEAVY,4.50E-04
919,Rudy Meoli,LEFT,69,165,0.212,2,0.418181818,1,MODERATE,9.95E-04
920,Ruppert Jones,LEFT,70,170,0.25,147,0.411764706,1,MODERATE,9.95E-04
921,Glenn Hoffman,RIGHT,73,175,0.242,23,0.417142857,1,MODERATE,4.50E-04
922,Russ Gibson,RIGHT,73,195,0.228,8,0.374358974,0,HEAVY,4.50E-04
924,Terry Francona,LEFT,73,190,0.274,16,0.384210526,1,MODERATE,9.95E-04
925,John Bateman,RIGHT,75,210,0.23,81,0.357142857,0,HEAVY,4.50E-04
926,Luis Pujols,RIGHT,74,175,0.193,6,0.422857143,1,MODERATE,4.50E-04
927,Joe Gaines,RIGHT,73,190,0.241,21,0.384210526,1,MODERATE,4.50E-04
928,Doug Rader,RIGHT,74,208,0.251,155,0.355769231,0,HEAVY,4.50E-04
929,Mickey Stanley,RIGHT,73,185,0.248,117,0.394594595,1,MODERATE,4.50E-04
932,Phil Bradley,RIGHT,72,185,0.286,78,0.389189189,1,MODERATE,4.50E-04
933,Winston Llenas,RIGHT,70,165,0.23,3,0.424242424,1,MODERATE,4.50E-04
934,Charlie Moore,RIGHT,71,180,0.261,36,0.394444444,1,MODERATE,4.50E-04
935,Ralph Garr,LEFT,71,185,0.306,75,0.383783784,1,MODERATE,9.95E-04
936,Tommy John,RIGHT,75,180,0.157,5,0.416666667,1,MODERATE,4.50E-04
937,Bruce Benedict,RIGHT,73,175,0.242,18,0.417142857,1,MODERATE,4.50E-04
938,John Ellis,RIGHT,74,225,0.262,69,0.328888889,0,HEAVY,4.50E-04
939,Wes Parker,BOTH,73,180,0.267,64,0.405555556,1,MODERATE,0.002943388
941,David Green,RIGHT,75,170,0.268,31,0.441176471,2,LEAN,4.50E-04
942,Reid Nichols,RIGHT,71,165,0.266,22,0.43030303,1,MODERATE,4.50E-04
943,Rick Reichardt,RIGHT,75,210,0.261,116,0.357142857,0,HEAVY,4.50E-04
944,Luis Tiant,RIGHT,72,180,0.164,5,0.4,1,MODERATE,4.50E-04
946,Broderick Perkins,LEFT,70,180,0.271,8,0.388888889,1,MODERATE,9.95E-04
947,Leon Roberts,RIGHT,75,200,0.267,78,0.375,0,HEAVY,4.50E-04
948,Ray Burris,RIGHT,77,200,0.151,1,0.385,1,MODERATE,4.50E-04
949,Len Gabrielson,LEFT,76,210,0.253,37,0.361904762,0,HEAVY,9.95E-04
950,Johnny Edwards,LEFT,76,220,0.242,81,0.345454545,0,HEAVY,9.95E-04
952,Tom Grieve,RIGHT,74,190,0.249,65,0.389473684,1,MODERATE,4.50E-04
954,Bob Forsch,RIGHT,76,200,0.213,12,0.38,1,MODERATE,4.50E-04
956,Danny Cater,RIGHT,72,170,0.276,66,0.423529412,1,MODERATE,4.50E-04
957,Bill Schroeder,RIGHT,74,200,0.24,61,0.37,0,HEAVY,4.50E-04
958,Clay Dalrymple,LEFT,72,190,0.233,55,0.378947368,0,HEAVY,9.95E-04
959,Carlos May,LEFT,71,200,0.274,90,0.355,0,HEAVY,9.95E-04
960,Reggie Smith,BOTH,72,180,0.287,314,0.4,1,MODERATE,0.002943388
963,Davey Johnson,RIGHT,73,170,0.261,136,0.429411765,1,MODERATE,4.50E-04
964,Ellis Valentine,RIGHT,76,205,0.278,123,0.370731707,0,HEAVY,4.50E-04
965,Roy White,BOTH,70,160,0.271,160,0.4375,2,LEAN,0.002943388
966,Mike Brumley,LEFT,70,195,0.229,5,0.358974359,0,HEAVY,9.95E-04
967,Al Luplow,LEFT,70,175,0.235,33,0.4,1,MODERATE,9.95E-04
969,Dick Allen,RIGHT,71,187,0.292,351,0.379679144,1,MODERATE,4.50E-04
970,Doug Ault,RIGHT,75,200,0.236,17,0.375,0,HEAVY,4.50E-04
971,Mark Wagner,RIGHT,72,165,0.243,3,0.436363636,2,LEAN,4.50E-04
973,Willie Stargell,LEFT,74,188,0.282,475,0.393617021,1,MODERATE,9.95E-04
974,Steve Carlton,LEFT,76,210,0.201,13,0.361904762,0,HEAVY,9.95E-04
975,Jake Wood,RIGHT,73,163,0.25,35,0.447852761,2,LEAN,4.50E-04
976,Del Unser,LEFT,73,180,0.258,87,0.405555556,1,MODERATE,9.95E-04
977,Bob Brower,RIGHT,71,185,0.242,17,0.383783784,1,MODERATE,4.50E-04
978,Ray Culp,RIGHT,72,200,0.123,1,0.36,0,HEAVY,4.50E-04
979,Ivan Murrell,RIGHT,74,195,0.236,33,0.379487179,1,MODERATE,4.50E-04
980,Lee Mazzilli,BOTH,73,180,0.259,93,0.405555556,1,MODERATE,0.002943388
981,Garth Iorg,RIGHT,71,170,0.258,20,0.417647059,1,MODERATE,4.50E-04
982,Alan Ashby,BOTH,74,185,0.245,90,0.4,1,MODERATE,0.002943388
983,Bob Brenly,RIGHT,74,210,0.247,91,0.352380952,0,HEAVY,4.50E-04
984,Ron Blomberg,LEFT,73,195,0.293,52,0.374358974,0,HEAVY,9.95E-04
985,Jim Rooker,RIGHT,72,195,0.201,7,0.369230769,0,HEAVY,4.50E-04
986,Tim Blackwell,BOTH,71,170,0.228,6,0.417647059,1,MODERATE,0.002943388
988,Jerry Morales,RIGHT,70,155,0.259,95,0.451612903,2,LEAN,4.50E-04
989,Davey Lopes,RIGHT,69,170,0.263,155,0.405882353,1,MODERATE,4.50E-04
990,Catfish Hunter,RIGHT,72,190,0.226,6,0.378947368,0,HEAVY,4.50E-04
991,Mario Soto,RIGHT,72,174,0.132,1,0.413793103,1,MODERATE,4.50E-04
992,Jimmy Wynn,RIGHT,70,160,0.25,291,0.4375,2,LEAN,4.50E-04
993,Hank Allen,RIGHT,72,190,0.241,6,0.378947368,0,HEAVY,4.50E-04
994,Jim Fregosi,RIGHT,73,190,0.265,151,0.384210526,1,MODERATE,4.50E-04
995,Pepe Frias,RIGHT,70,159,0.24,1,0.440251572,2,LEAN,4.50E-04
996,Mike Schmidt,RIGHT,74,195,0.267,548,0.379487179,1,MODERATE,4.50E-04
997,Willie Montanez,LEFT,72,170,0.275,139,0.423529412,1,MODERATE,9.95E-04
998,Rey Quinones,RIGHT,71,160,0.243,29,0.44375,2,LEAN,4.50E-04
999,Mike Squires,LEFT,71,185,0.26,6,0.383783784,1,MODERATE,9.95E-04
1000,Champ Summers,LEFT,74,205,0.255,54,0.36097561,0,HEAVY,9.95E-04
1002,Bert Campaneris,RIGHT,70,160,0.259,79,0.4375,2,LEAN,4.50E-04
1003,Bobby Valentine,RIGHT,70,189,0.26,12,0.37037037,0,HEAVY,4.50E-04
1004,Rob Andrews,RIGHT,72,185,0.251,3,0.389189189,1,MODERATE,4.50E-04
1005,Tom Haller,LEFT,76,195,0.257,134,0.38974359,1,MODERATE,9.95E-04
1007,Ed Stroud,LEFT,71,180,0.237,14,0.394444444,1,MODERATE,9.95E-04
1008,Ron Swoboda,RIGHT,74,195,0.242,73,0.379487179,1,MODERATE,4.50E-04
1009,Harry Spilman,LEFT,73,180,0.237,18,0.405555556,1,MODERATE,9.95E-04
1010,Bob Barton,RIGHT,72,175,0.226,9,0.411428571,1,MODERATE,4.50E-04
1011,Daryl Sconiers,LEFT,74,185,0.265,15,0.4,1,MODERATE,9.95E-04
1012,Joe Torre,RIGHT,74,212,0.297,252,0.349056604,0,HEAVY,4.50E-04
1013,Al Ferrara,RIGHT,73,200,0.259,51,0.365,0,HEAVY,4.50E-04
1015,Sixto Lezcano,RIGHT,70,165,0.271,148,0.424242424,1,MODERATE,4.50E-04
1017,Dave Nicholson,RIGHT,74,215,0.212,61,0.344186047,0,HEAVY,4.50E-04
1018,Freddie Patek,RIGHT,65,148,0.242,41,0.439189189,2,LEAN,4.50E-04
1019,Ken Hubbs,RIGHT,74,175,0.247,14,0.422857143,1,MODERATE,4.50E-04
1020,Pepe Mangual,RIGHT,70,157,0.242,16,0.445859873,2,LEAN,4.50E-04
1021,Leron Lee,LEFT,72,196,0.25,31,0.367346939,0,HEAVY,9.95E-04
1023,Steve Ontiveros,BOTH,72,185,0.274,24,0.389189189,1,MODERATE,0.002943388
1024,Willie Davis,LEFT,74,180,0.279,182,0.411111111,1,MODERATE,9.95E-04
1025,Tom Lawless,RIGHT,71,170,0.207,2,0.417647059,1,MODERATE,4.50E-04
1026,Jerry Moses,RIGHT,75,210,0.251,25,0.357142857,0,HEAVY,4.50E-04
1027,Bobby Bonds,RIGHT,73,190,0.268,332,0.384210526,1,MODERATE,4.50E-04
1028,Dave McNally,RIGHT,71,185,0.133,9,0.383783784,1,MODERATE,4.50E-04
1029,Darrell Brown,BOTH,72,184,0.274,1,0.391304348,1,MODERATE,0.002943388
1030,Roy Foster,RIGHT,72,185,0.253,45,0.389189189,1,MODERATE,4.50E-04
1031,Denis Menke,RIGHT,72,185,0.25,101,0.389189189,1,MODERATE,4.50E-04
1032,Hal Breeden,RIGHT,74,200,0.243,21,0.37,0,HEAVY,4.50E-04
1033,Manny Trillo,RIGHT,73,150,0.263,61,0.486666667,2,LEAN,4.50E-04
1034,Jackie Gutierrez,RIGHT,71,175,0.237,4,0.405714286,1,MODERATE,4.50E-04
1035,Jerry Kenney,LEFT,73,170,0.237,7,0.429411765,1,MODERATE,9.95E-04
1036,Fred Kendall,RIGHT,73,185,0.234,31,0.394594595,1,MODERATE,4.50E-04
1037,Mike Anderson,RIGHT,74,200,0.246,28,0.37,0,HEAVY,4.50E-04
1039,Joe Charboneau,RIGHT,74,205,0.266,29,0.36097561,0,HEAVY,4.50E-04
1040,Jimmie Schaffer,RIGHT,69,170,0.223,11,0.405882353,1,MODERATE,4.50E-04
1041,Junior Kennedy,RIGHT,71,175,0.248,4,0.405714286,1,MODERATE,4.50E-04
1042,Wilbur Howard,BOTH,74,170,0.25,6,0.435294118,1,MODERATE,0.002943388
1043,Rod Gilbreath,RIGHT,74,180,0.248,14,0.411111111,1,MODERATE,4.50E-04
1044,Mark Brouhard,RIGHT,73,210,0.259,25,0.347619048,0,HEAVY,4.50E-04
1046,Mike Young,BOTH,74,195,0.247,72,0.379487179,1,MODERATE,0.002943388
1047,Chris Speier,RIGHT,73,175,0.246,112,0.417142857,1,MODERATE,4.50E-04
1048,Gene Michael,BOTH,74,183,0.229,15,0.404371585,1,MODERATE,0.002943388
1049,Vic Harris,BOTH,71,165,0.217,13,0.43030303,1,MODERATE,0.002943388
1050,Mike Fischlin,RIGHT,73,165,0.22,3,0.442424242,2,LEAN,4.50E-04
1051,Don Money,RIGHT,73,170,0.261,176,0.429411765,1,MODERATE,4.50E-04
1052,Joe Rudi,RIGHT,74,200,0.264,179,0.37,0,HEAVY,4.50E-04
1053,Jim Rice,RIGHT,74,200,0.298,382,0.37,0,HEAVY,4.50E-04
1056,Gil Garrido,RIGHT,69,150,0.237,1,0.46,2,LEAN,4.50E-04
1057,Marty Perez,RIGHT,71,160,0.246,22,0.44375,2,LEAN,4.50E-04
1058,Tom Matchick,LEFT,73,173,0.215,4,0.421965318,1,MODERATE,9.95E-04
1059,Jack Perconte,LEFT,70,160,0.27,2,0.4375,2,LEAN,9.95E-04
1060,Ed Kirkpatrick,LEFT,71,195,0.238,85,0.364102564,0,HEAVY,9.95E-04
1061,Jerry Grote,RIGHT,70,185,0.252,39,0.378378378,0,HEAVY,4.50E-04
1062,Ellie Hendricks,LEFT,73,175,0.22,62,0.417142857,1,MODERATE,9.95E-04
1063,Jim Beauchamp,RIGHT,74,190,0.231,14,0.389473684,1,MODERATE,4.50E-04
1065,Tito Fuentes,BOTH,71,175,0.268,45,0.405714286,1,MODERATE,0.002943388
1066,Ron Brand,RIGHT,67,167,0.239,3,0.401197605,1,MODERATE,4.50E-04
1067,Leo Cardenas,RIGHT,71,150,0.257,118,0.473333333,2,LEAN,4.50E-04
1068,Art Shamsky,LEFT,73,168,0.253,68,0.43452381,1,MODERATE,9.95E-04
1070,Ron Cey,RIGHT,70,185,0.261,316,0.378378378,0,HEAVY,4.50E-04
1071,Skip Jutze,RIGHT,71,190,0.215,3,0.373684211,0,HEAVY,4.50E-04
1072,Butch Wynegar,BOTH,73,190,0.255,65,0.384210526,1,MODERATE,0.002943388
1073,Ron LeFlore,RIGHT,72,200,0.288,59,0.36,0,HEAVY,4.50E-04
1074,Bill Russell,RIGHT,72,175,0.263,46,0.411428571,1,MODERATE,4.50E-04
1075,Gene Tenace,RIGHT,72,190,0.241,201,0.378947368,0,HEAVY,4.50E-04
1076,Bubba Morton,RIGHT,70,175,0.267,14,0.4,1,MODERATE,4.50E-04
1077,Ellie Rodriguez,RIGHT,71,185,0.245,16,0.383783784,1,MODERATE,4.50E-04
1078,Darrel Chaney,BOTH,74,188,0.217,14,0.393617021,1,MODERATE,0.002943388
1079,Dick Nen,LEFT,74,200,0.224,21,0.37,0,HEAVY,9.95E-04
1081,Bill Freehan,RIGHT,75,203,0.262,200,0.369458128,0,HEAVY,4.50E-04
1082,Steve Nicosia,RIGHT,70,185,0.248,11,0.378378378,0,HEAVY,4.50E-04
1083,Ted Savage,RIGHT,73,185,0.233,34,0.394594595,1,MODERATE,4.50E-04
1084,Pete Mackanin,RIGHT,74,190,0.226,30,0.389473684,1,MODERATE,4.50E-04
1085,Rich Dauer,RIGHT,72,180,0.257,43,0.4,1,MODERATE,4.50E-04
1087,Rowland Office,LEFT,72,170,0.259,32,0.423529412,1,MODERATE,9.95E-04
1088,Rick Leach,LEFT,73,180,0.268,18,0.405555556,1,MODERATE,9.95E-04
1089,Dwayne Murphy,LEFT,73,185,0.246,166,0.394594595,1,MODERATE,9.95E-04
1090,Larry Harlow,LEFT,74,185,0.248,12,0.4,1,MODERATE,9.95E-04
1091,Mike Epstein,LEFT,75,230,0.244,130,0.326086957,0,HEAVY,9.95E-04
1092,Jerry Mumphrey,BOTH,74,185,0.289,70,0.4,1,MODERATE,0.002943388
1094,Glenn Beckert,RIGHT,73,190,0.283,22,0.384210526,1,MODERATE,4.50E-04
1095,Ron Davis,RIGHT,72,175,0.233,10,0.411428571,1,MODERATE,4.50E-04
1096,Mike Shannon,RIGHT,75,195,0.255,68,0.384615385,1,MODERATE,4.50E-04
1097,Jason Thompson,LEFT,76,200,0.261,208,0.38,1,MODERATE,9.95E-04
1098,Wayne Tolleson,BOTH,69,160,0.241,9,0.43125,1,MODERATE,0.002943388
1101,Mike Jorgensen,LEFT,72,195,0.243,95,0.369230769,0,HEAVY,9.95E-04
1102,Ed Romero,RIGHT,71,160,0.247,8,0.44375,2,LEAN,4.50E-04
1103,Rick Joseph,RIGHT,73,192,0.243,13,0.380208333,1,MODERATE,4.50E-04
1104,Cecil Cooper,LEFT,74,165,0.298,241,0.448484848,2,LEAN,9.95E-04
1105,Bill Almon,RIGHT,75,180,0.254,36,0.416666667,1,MODERATE,4.50E-04
1106,Joe Ferguson,RIGHT,74,200,0.24,122,0.37,0,HEAVY,4.50E-04
1108,Jerry Terrell,RIGHT,71,165,0.253,4,0.43030303,1,MODERATE,4.50E-04
1110,Dave Revering,LEFT,76,210,0.265,62,0.361904762,0,HEAVY,9.95E-04
1111,Curt Ford,LEFT,70,150,0.245,7,0.466666667,2,LEAN,9.95E-04
1112,Jerry Dybzinski,RIGHT,74,180,0.234,3,0.411111111,1,MODERATE,4.50E-04
1114,Bob Burda,LEFT,71,174,0.224,13,0.408045977,1,MODERATE,9.95E-04
1115,Jesse Gonder,LEFT,70,180,0.251,26,0.388888889,1,MODERATE,9.95E-04
1116,Gary Sutherland,RIGHT,72,185,0.243,24,0.389189189,1,MODERATE,4.50E-04
1117,Bob Coluccio,RIGHT,71,183,0.22,26,0.387978142,1,MODERATE,4.50E-04
1118,Dave Rader,LEFT,71,165,0.257,30,0.43030303,1,MODERATE,9.95E-04
1119,Ron Gardenhire,RIGHT,72,175,0.232,4,0.411428571,1,MODERATE,4.50E-04
1120,Bill Sharp,LEFT,70,178,0.255,9,0.393258427,1,MODERATE,9.95E-04
1121,Alan Bannister,RIGHT,71,170,0.27,19,0.417647059,1,MODERATE,4.50E-04
1122,Bob Watson,RIGHT,72,201,0.295,184,0.358208955,0,HEAVY,4.50E-04
1123,Ken Harrelson,RIGHT,74,190,0.239,131,0.389473684,1,MODERATE,4.50E-04
1124,Bobby Wine,RIGHT,73,187,0.215,30,0.390374332,1,MODERATE,4.50E-04
1126,John Kennedy,RIGHT,72,185,0.225,32,0.389189189,1,MODERATE,4.50E-04
1127,Chico Ruiz,BOTH,72,169,0.24,2,0.426035503,1,MODERATE,0.002943388
1129,Gail Hopkins,LEFT,70,198,0.266,25,0.353535354,0,HEAVY,9.95E-04
1130,Doug Frobel,LEFT,76,196,0.201,20,0.387755102,1,MODERATE,9.95E-04
1131,Luis Melendez,RIGHT,72,165,0.248,9,0.436363636,2,LEAN,4.50E-04
1133,Bill Plummer,RIGHT,73,190,0.188,14,0.384210526,1,MODERATE,4.50E-04
1134,Buck Rodgers,BOTH,74,190,0.232,31,0.389473684,1,MODERATE,0.002943388
1135,Phil Niekro,RIGHT,73,180,0.169,7,0.405555556,1,MODERATE,4.50E-04
1137,Tom Poquette,LEFT,70,175,0.268,10,0.4,1,MODERATE,9.95E-04
1139,Brian Asselstine,LEFT,73,175,0.254,12,0.417142857,1,MODERATE,9.95E-04
1140,Rick Miller,LEFT,72,175,0.269,28,0.411428571,1,MODERATE,9.95E-04
1141,Ed Charles,RIGHT,70,170,0.263,86,0.411764706,1,MODERATE,4.50E-04
1145,Floyd Rayford,RIGHT,70,190,0.244,38,0.368421053,0,HEAVY,4.50E-04
1147,Tony Conigliaro,RIGHT,75,185,0.264,166,0.405405405,1,MODERATE,4.50E-04
1149,Jim Barr,RIGHT,75,205,0.162,1,0.365853659,0,HEAVY,4.50E-04
1150,Jerry Remy,LEFT,69,165,0.275,7,0.418181818,1,MODERATE,9.95E-04
1152,Frank Duffy,RIGHT,73,180,0.232,26,0.405555556,1,MODERATE,4.50E-04
1154,Tom O'Malley,LEFT,72,180,0.256,13,0.4,1,MODERATE,9.95E-04
1155,Phil Garner,RIGHT,70,175,0.26,109,0.4,1,MODERATE,4.50E-04
