sno,name,handedness,height,weight,avg,HR,ratio,bodyindex,bodytype,CatAvg
621,Bill Mooneyham,RIGHT,72,175,0,0,0.411428571,1,MODERATE,0.0003795
622,John Hobbs,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
623,Deron Johnson,RIGHT,74,200,0.244,245,0.37,0,HEAVY,0.0003795
624,John Denny,RIGHT,75,185,0.17,0,0.405405405,1,MODERATE,0.0003795
625,Don Wert,RIGHT,70,162,0.242,77,0.432098765,1,MODERATE,0.0003795
626,Mike Fiore,LEFT,72,175,0.227,13,0.411428571,1,MODERATE,0.000647192
627,Miguel Dilone,BOTH,72,160,0.265,6,0.45,2,LEAN,0.002755676
628,Greg Luzinski,RIGHT,73,220,0.276,307,0.331818182,0,HEAVY,0.0003795
629,Bobby Tolan,LEFT,71,170,0.265,86,0.417647059,1,MODERATE,0.000647192
630,Karl Best,RIGHT,76,190,0,0,0.4,1,MODERATE,0.0003795
631,Steve Barr,LEFT,76,200,0,0,0.38,1,MODERATE,0.000647192
632,Ron Woods,RIGHT,70,168,0.233,26,0.416666667,1,MODERATE,0.0003795
633,Tony Horton,RIGHT,75,210,0.268,76,0.357142857,0,HEAVY,0.0003795
634,Randy Hundley,RIGHT,71,170,0.236,82,0.417647059,1,MODERATE,0.0003795
635,Jose Tartabull,LEFT,71,165,0.261,2,0.43030303,1,MODERATE,0.000647192
636,Ben Oglivie,LEFT,74,160,0.273,235,0.4625,2,LEAN,0.000647192
637,Luis Sanchez,RIGHT,74,170,0,0,0.435294118,1,MODERATE,0.0003795
638,Bob Johnson,RIGHT,70,175,0.272,44,0.4,1,MODERATE,0.0003795
639,Don Buford,BOTH,67,160,0.264,93,0.41875,1,MODERATE,0.002755676
640,Duane Kuiper,LEFT,72,175,0.271,1,0.411428571,1,MODERATE,0.000647192
641,Brant Alyea,RIGHT,75,215,0.247,38,0.348837209,0,HEAVY,0.0003795
642,Jerry Narron,LEFT,75,205,0.211,21,0.365853659,0,HEAVY,0.000647192
643,Lou Johnson,RIGHT,71,170,0.258,48,0.417647059,1,MODERATE,0.0003795
644,Ken Retzer,LEFT,72,185,0.264,14,0.389189189,1,MODERATE,0.000647192
645,Mike Brown,RIGHT,74,195,0.265,23,0.379487179,1,MODERATE,0.0003795
646,Mike Brown,RIGHT,74,195,0,0,0.379487179,1,MODERATE,0.0003795
647,Greg Walker,LEFT,75,205,0.26,113,0.365853659,0,HEAVY,0.000647192
648,Terry Harper,RIGHT,76,195,0.253,36,0.38974359,1,MODERATE,0.0003795
649,Jerry Royster,RIGHT,72,165,0.249,40,0.436363636,2,LEAN,0.0003795
650,Steve Davis,LEFT,73,195,0,0,0.374358974,0,HEAVY,0.000647192
651,Jeff Rineer,LEFT,76,205,0,0,0.370731707,0,HEAVY,0.000647192
652,Barry Bonnell,RIGHT,75,190,0.272,56,0.394736842,1,MODERATE,0.0003795
653,Tom Seaver,RIGHT,73,195,0.154,12,0.374358974,0,HEAVY,0.0003795
654,Jerry Martin,RIGHT,73,195,0.251,85,0.374358974,0,HEAVY,0.0003795
655,Bill Stein,RIGHT,70,170,0.267,44,0.411764706,1,MODERATE,0.0003795
656,Joel Youngblood,RIGHT,72,180,0.265,80,0.4,1,MODERATE,0.0003795
657,Reggie Jackson,LEFT,72,195,0.262,563,0.369230769,0,HEAVY,0.000647192
658,Sonny Jackson,LEFT,69,150,0.251,7,0.46,2,LEAN,0.000647192
659,Mark Mercer,LEFT,77,220,0,0,0.35,0,HEAVY,0.000647192
660,Rodney Scott,BOTH,72,160,0.236,3,0.45,2,LEAN,0.002755676
661,Rich Coggins,LEFT,68,170,0.265,12,0.4,1,MODERATE,0.000647192
662,Phil Gagliano,RIGHT,73,180,0.238,14,0.405555556,1,MODERATE,0.0003795
663,Jerry McNertney,RIGHT,72,180,0.237,27,0.4,1,MODERATE,0.0003795
664,Mitchell Page,LEFT,74,205,0.266,72,0.36097561,0,HEAVY,0.000647192
665,Kiko Garcia,RIGHT,71,180,0.239,12,0.394444444,1,MODERATE,0.0003795
666,Larry Milbourne,BOTH,72,161,0.254,11,0.447204969,2,LEAN,0.002755676
667,Bill Sudakis,BOTH,73,190,0.234,59,0.384210526,1,MODERATE,0.002755676
668,John Caneira,RIGHT,75,180,0,0,0.416666667,1,MODERATE,0.0003795
669,Domingo Ramos,RIGHT,70,154,0.24,8,0.454545455,2,LEAN,0.0003795
670,Ron Oester,BOTH,74,185,0.265,42,0.4,1,MODERATE,0.002755676
671,Glenn Adams,LEFT,73,180,0.28,34,0.405555556,1,MODERATE,0.000647192
672,Clint Zavaras,RIGHT,73,175,0,0,0.417142857,1,MODERATE,0.0003795
673,Joe Morgan,LEFT,67,160,0.271,268,0.41875,1,MODERATE,0.000647192
674,R.J. Reynolds,BOTH,72,190,0.267,35,0.378947368,0,HEAVY,0.002755676
675,Mike Parrott,RIGHT,76,210,0,0,0.361904762,0,HEAVY,0.0003795
676,Lee Thomas,LEFT,74,195,0.255,106,0.379487179,1,MODERATE,0.000647192
677,Ray Fosse,RIGHT,74,215,0.256,61,0.344186047,0,HEAVY,0.0003795
678,Paul Popovich,BOTH,72,175,0.233,14,0.411428571,1,MODERATE,0.002755676
679,John Stephenson,LEFT,71,180,0.216,12,0.394444444,1,MODERATE,0.000647192
680,Doug Clemens,LEFT,72,180,0.229,12,0.4,1,MODERATE,0.000647192
681,Luis Aponte,RIGHT,72,185,0,0,0.389189189,1,MODERATE,0.0003795
682,Orlando Mercado,RIGHT,72,180,0.199,7,0.4,1,MODERATE,0.0003795
683,Charley Smith,RIGHT,73,170,0.239,69,0.429411765,1,MODERATE,0.0003795
684,Paul Boris,RIGHT,74,200,0,0,0.37,0,HEAVY,0.0003795
685,Buddy Biancalana,BOTH,71,160,0.205,6,0.44375,2,LEAN,0.002755676
686,De Wayne Buice,RIGHT,72,170,0,0,0.423529412,1,MODERATE,0.0003795
687,Bob Uecker,RIGHT,73,190,0.2,14,0.384210526,1,MODERATE,0.0003795
688,Felix Torres,RIGHT,71,165,0.254,27,0.43030303,1,MODERATE,0.0003795
689,Steve Braun,LEFT,70,180,0.271,52,0.388888889,1,MODERATE,0.000647192
690,Ray Knight,RIGHT,73,185,0.271,84,0.394594595,1,MODERATE,0.0003795
691,Ty Cline,LEFT,72,170,0.238,6,0.423529412,1,MODERATE,0.000647192
692,Thad Bosley,LEFT,75,175,0.272,20,0.428571429,1,MODERATE,0.000647192
693,Bobby Grich,RIGHT,74,180,0.266,224,0.411111111,1,MODERATE,0.0003795
694,Jimmie Hall,LEFT,72,175,0.254,121,0.411428571,1,MODERATE,0.000647192
695,John Boccabella,RIGHT,73,195,0.219,26,0.374358974,0,HEAVY,0.0003795
696,Brock Davis,LEFT,70,160,0.26,1,0.4375,2,LEAN,0.000647192
697,Mark Esser,RIGHT,73,190,0,0,0.384210526,1,MODERATE,0.0003795
698,Curt Blefary,LEFT,74,195,0.237,112,0.379487179,1,MODERATE,0.000647192
699,Daryl Smith,RIGHT,76,185,0,0,0.410810811,1,MODERATE,0.0003795
700,Dave Smith,RIGHT,73,190,0,0,0.384210526,1,MODERATE,0.0003795
701,Mack Jones,LEFT,73,180,0.252,133,0.405555556,1,MODERATE,0.000647192
702,Buddy Bradford,RIGHT,71,170,0.226,52,0.417647059,1,MODERATE,0.0003795
703,Hosken Powell,LEFT,73,175,0.259,17,0.417142857,1,MODERATE,0.000647192
704,Dave Stapleton,LEFT,73,185,0,0,0.394594595,1,MODERATE,0.000647192
705,Dave Stapleton,RIGHT,73,178,0.271,41,0.41011236,1,MODERATE,0.0003795
706,Gary Ward,RIGHT,74,195,0.276,130,0.379487179,1,MODERATE,0.0003795
707,Jim Lonborg,RIGHT,77,200,0.136,3,0.385,1,MODERATE,0.0003795
708,Joe Lis,RIGHT,72,175,0.233,32,0.411428571,1,MODERATE,0.0003795
709,Dan Meyer,LEFT,71,180,0.253,86,0.394444444,1,MODERATE,0.000647192
710,Jim Holt,LEFT,72,180,0.265,19,0.4,1,MODERATE,0.000647192
711,Tom Klawitter,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
712,Larry Herndon,RIGHT,75,190,0.274,107,0.394736842,1,MODERATE,0.0003795
713,Gary Christenson,LEFT,77,200,0,0,0.385,1,MODERATE,0.000647192
714,Jim Wright,RIGHT,77,205,0,0,0.375609756,0,HEAVY,0.0003795
715,Jim Wright,RIGHT,73,165,0,0,0.442424242,2,LEAN,0.0003795
716,Wallace Johnson,BOTH,72,173,0.255,5,0.416184971,1,MODERATE,0.002755676
717,Mike Kinnunen,LEFT,73,185,0,0,0.394594595,1,MODERATE,0.000647192
718,Eddie Leon,RIGHT,72,170,0.236,24,0.423529412,1,MODERATE,0.0003795
719,Dave Rajsich,LEFT,77,175,0,0,0.44,2,LEAN,0.000647192
720,Jim Wohlford,RIGHT,71,175,0.26,21,0.405714286,1,MODERATE,0.0003795
721,J.R. Richard,RIGHT,80,222,0.168,10,0.36036036,0,HEAVY,0.0003795
722,Bill Voss,LEFT,74,160,0.227,19,0.4625,2,LEAN,0.000647192
723,Keith Moreland,RIGHT,72,190,0.279,121,0.378947368,0,HEAVY,0.0003795
724,Ramon Pena,RIGHT,70,155,0,0,0.451612903,2,LEAN,0.0003795
725,Alex Johnson,RIGHT,72,205,0.288,78,0.351219512,0,HEAVY,0.0003795
726,Wayne Krenchicki,LEFT,73,180,0.266,15,0.405555556,1,MODERATE,0.000647192
727,Chico Escarrega,RIGHT,71,185,0,0,0.383783784,1,MODERATE,0.0003795
728,Dave Rosello,RIGHT,71,160,0.236,10,0.44375,2,LEAN,0.0003795
729,Cardell Camper,RIGHT,75,208,0,0,0.360576923,0,HEAVY,0.0003795
730,Paul Schaal,RIGHT,71,165,0.244,57,0.43030303,1,MODERATE,0.0003795
731,Tito Landrum,RIGHT,71,175,0.249,13,0.405714286,1,MODERATE,0.0003795
732,Dave Edwards,RIGHT,72,170,0.237,14,0.423529412,1,MODERATE,0.0003795
733,Mario Guerrero,RIGHT,70,155,0.257,7,0.451612903,2,LEAN,0.0003795
734,Tom Tresh,BOTH,73,180,0.245,153,0.405555556,1,MODERATE,0.002755676
735,Mike Overy,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
736,Ron Roenicke,BOTH,72,180,0.238,17,0.4,1,MODERATE,0.002755676
737,Doug Griffin,RIGHT,72,160,0.245,7,0.45,2,LEAN,0.0003795
738,Steve Blass,RIGHT,72,165,0.172,1,0.436363636,2,LEAN,0.0003795
739,Johnnie LeMaster,RIGHT,74,165,0.222,22,0.448484848,2,LEAN,0.0003795
740,Craig Chamberlain,RIGHT,73,190,0,0,0.384210526,1,MODERATE,0.0003795
741,Nate Oliver,RIGHT,70,160,0.226,2,0.4375,2,LEAN,0.0003795
742,Ray Sadecki,LEFT,71,180,0.191,5,0.394444444,1,MODERATE,0.000647192
743,Ken Rudolph,RIGHT,73,180,0.213,6,0.405555556,1,MODERATE,0.0003795
744,Wayne Nordhagen,RIGHT,74,205,0.282,39,0.36097561,0,HEAVY,0.0003795
745,Biff Pocoroba,BOTH,70,175,0.257,21,0.4,1,MODERATE,0.002755676
746,Len Matuszek,LEFT,74,190,0.234,30,0.389473684,1,MODERATE,0.000647192
747,Frank Eufemia,RIGHT,71,185,0,0,0.383783784,1,MODERATE,0.0003795
748,Joe Lefebvre,LEFT,70,170,0.258,31,0.411764706,1,MODERATE,0.000647192
749,Jim Maloney,LEFT,74,190,0.201,7,0.389473684,1,MODERATE,0.000647192
750,Andre Robertson,RIGHT,70,155,0.251,5,0.451612903,2,LEAN,0.0003795
751,Jerry Zimmerman,RIGHT,74,185,0.204,3,0.4,1,MODERATE,0.0003795
752,Jack Lazorko,RIGHT,71,200,0,0,0.355,0,HEAVY,0.0003795
753,Mike Paxton,RIGHT,71,190,0,0,0.373684211,0,HEAVY,0.0003795
754,Chet Lemon,RIGHT,72,190,0.273,215,0.378947368,0,HEAVY,0.0003795
755,Rickey Keeton,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
756,Phil Mankowski,LEFT,72,180,0.264,8,0.4,1,MODERATE,0.000647192
757,Cleon Jones,RIGHT,72,185,0.281,93,0.389189189,1,MODERATE,0.0003795
758,Joaquin Andujar,BOTH,72,170,0.127,5,0.423529412,1,MODERATE,0.002755676
759,Mike Lum,LEFT,72,180,0.247,90,0.4,1,MODERATE,0.000647192
760,Johnny Grubb,LEFT,75,175,0.278,99,0.428571429,1,MODERATE,0.000647192
761,Curt Motton,RIGHT,68,164,0.213,25,0.414634146,1,MODERATE,0.0003795
762,Johnny Bench,RIGHT,73,197,0.267,389,0.370558376,0,HEAVY,0.0003795
763,Dale Berra,RIGHT,72,180,0.236,49,0.4,1,MODERATE,0.0003795
764,Terry Felton,RIGHT,73,180,0,0,0.405555556,1,MODERATE,0.0003795
765,Bob Meacham,BOTH,73,175,0.236,8,0.417142857,1,MODERATE,0.002755676
766,Mark Clear,RIGHT,76,200,0,0,0.38,1,MODERATE,0.0003795
767,Carl Warwick,RIGHT,70,170,0.248,31,0.411764706,1,MODERATE,0.0003795
768,Sam Bowens,RIGHT,73,188,0.223,45,0.388297872,1,MODERATE,0.0003795
769,George Wright,BOTH,71,180,0.245,42,0.394444444,1,MODERATE,0.002755676
770,Luis Aguayo,RIGHT,69,173,0.236,37,0.398843931,1,MODERATE,0.0003795
771,Hal Lanier,RIGHT,74,180,0.228,8,0.411111111,1,MODERATE,0.0003795
772,Mike Pazik,LEFT,74,195,0,0,0.379487179,1,MODERATE,0.000647192
773,Len Randle,BOTH,70,169,0.257,27,0.414201183,1,MODERATE,0.002755676
774,Greg Pryor,RIGHT,72,180,0.25,14,0.4,1,MODERATE,0.0003795
775,Jim Traber,LEFT,72,194,0.227,27,0.371134021,0,HEAVY,0.000647192
776,Dave Nelson,RIGHT,70,160,0.244,20,0.4375,2,LEAN,0.0003795
777,Lynn Jones,RIGHT,69,175,0.252,7,0.394285714,1,MODERATE,0.0003795
778,Bryan Little,BOTH,70,160,0.245,3,0.4375,2,LEAN,0.002755676
779,Ken Suarez,RIGHT,69,175,0.227,5,0.394285714,1,MODERATE,0.0003795
780,Rick Peters,BOTH,69,170,0.277,2,0.405882353,1,MODERATE,0.002755676
781,Ron Stone,LEFT,74,185,0.241,6,0.4,1,MODERATE,0.000647192
782,Rich Barnes,RIGHT,76,186,0,0,0.408602151,1,MODERATE,0.0003795
783,Tommie Agee,RIGHT,71,195,0.255,130,0.364102564,0,HEAVY,0.0003795
784,Bob Bailey,RIGHT,73,180,0.257,189,0.405555556,1,MODERATE,0.0003795
785,Cap Peterson,RIGHT,74,195,0.23,19,0.379487179,1,MODERATE,0.0003795
786,Ted Uhlaender,LEFT,74,190,0.263,36,0.389473684,1,MODERATE,0.000647192
787,Ted Simmons,BOTH,71,193,0.285,248,0.367875648,0,HEAVY,0.002755676
788,Bobby Murcer,LEFT,71,160,0.277,252,0.44375,2,LEAN,0.000647192
789,Dick Tracewski,RIGHT,71,160,0.213,8,0.44375,2,LEAN,0.0003795
790,Dave Frost,RIGHT,78,235,0,0,0.331914894,0,HEAVY,0.0003795
791,Mark Souza,LEFT,72,180,0,0,0.4,1,MODERATE,0.000647192
792,Bill Nahorodny,RIGHT,74,200,0.241,25,0.37,0,HEAVY,0.0003795
793,Bill Madlock,RIGHT,71,180,0.305,163,0.394444444,1,MODERATE,0.0003795
794,Bob Boone,RIGHT,74,195,0.254,105,0.379487179,1,MODERATE,0.0003795
795,Rick Jones,LEFT,77,190,0,0,0.405263158,1,MODERATE,0.000647192
796,Steve Kemp,LEFT,72,195,0.278,130,0.369230769,0,HEAVY,0.000647192
797,Rick Burleson,RIGHT,70,165,0.273,50,0.424242424,1,MODERATE,0.0003795
798,Jim Dorsey,RIGHT,79,190,0,0,0.415789474,1,MODERATE,0.0003795
799,Mark Ciardi,RIGHT,72,180,0,0,0.4,1,MODERATE,0.0003795
800,Dennis Burtt,RIGHT,72,180,0,0,0.4,1,MODERATE,0.0003795
801,Carl Taylor,RIGHT,74,200,0.266,10,0.37,0,HEAVY,0.0003795
802,Terry Harmon,RIGHT,74,180,0.233,4,0.411111111,1,MODERATE,0.0003795
803,Mike Hargrove,LEFT,72,195,0.29,80,0.369230769,0,HEAVY,0.000647192
804,Rich Yett,RIGHT,74,187,0,0,0.395721925,1,MODERATE,0.0003795
805,Steve Hovley,LEFT,70,188,0.258,8,0.372340426,0,HEAVY,0.000647192
806,Don Leppert,RIGHT,74,220,0.229,15,0.336363636,0,HEAVY,0.0003795
807,Matt Williams,RIGHT,73,200,0,0,0.365,0,HEAVY,0.0003795
808,Jim Burton,RIGHT,75,195,0,0,0.384615385,1,MODERATE,0.0003795
809,Rick Anderson,RIGHT,74,210,0,0,0.352380952,0,HEAVY,0.0003795
810,Charlie Mitchell,RIGHT,75,170,0,0,0.441176471,2,LEAN,0.0003795
811,Bill Paschall,RIGHT,72,175,0,0,0.411428571,1,MODERATE,0.0003795
812,John Bohnet,BOTH,72,175,0,0,0.411428571,1,MODERATE,0.002755676
813,Byron McLaughlin,RIGHT,73,175,0,0,0.417142857,1,MODERATE,0.0003795
814,Lee May,RIGHT,75,195,0.267,354,0.384615385,1,MODERATE,0.0003795
815,Luis Quintana,LEFT,74,175,0,0,0.422857143,1,MODERATE,0.000647192
816,Sam McDowell,LEFT,77,190,0.154,2,0.405263158,1,MODERATE,0.000647192
817,Rick Renick,RIGHT,72,188,0.221,20,0.382978723,1,MODERATE,0.0003795
818,Jeff Torborg,RIGHT,72,195,0.214,8,0.369230769,0,HEAVY,0.0003795
819,Dave Campbell,RIGHT,73,180,0.213,20,0.405555556,1,MODERATE,0.0003795
820,Pat Kelly,LEFT,73,185,0.264,76,0.394594595,1,MODERATE,0.000647192
821,Al Weis,BOTH,72,160,0.219,7,0.45,2,LEAN,0.002755676
822,Jerry Turner,LEFT,69,180,0.257,45,0.383333333,1,MODERATE,0.000647192
823,Rick Auerbach,RIGHT,72,165,0.22,9,0.436363636,2,LEAN,0.0003795
824,Keith Macwhorter,RIGHT,76,190,0,0,0.4,1,MODERATE,0.0003795
825,Don Wilson,RIGHT,74,195,0.146,1,0.379487179,1,MODERATE,0.0003795
826,Jaime Cocanower,RIGHT,76,200,0,0,0.38,1,MODERATE,0.0003795
827,Jeff Sellers,RIGHT,73,175,0,0,0.417142857,1,MODERATE,0.0003795
828,Sandy Valdespino,LEFT,68,170,0.23,7,0.4,1,MODERATE,0.000647192
829,Steve Senteney,RIGHT,74,205,0,0,0.36097561,0,HEAVY,0.0003795
830,Howard Bailey,RIGHT,72,195,0,0,0.369230769,0,HEAVY,0.0003795
831,Jeff Bettendorf,RIGHT,75,180,0,0,0.416666667,1,MODERATE,0.0003795
832,Ken Phelps,LEFT,73,209,0.239,123,0.349282297,0,HEAVY,0.000647192
833,Cesar Cedeno,RIGHT,74,175,0.285,199,0.422857143,1,MODERATE,0.0003795
834,Bob Davidson,RIGHT,72,185,0,0,0.389189189,1,MODERATE,0.0003795
835,Phil Linz,RIGHT,73,180,0.235,11,0.405555556,1,MODERATE,0.0003795
836,Manny Mota,RIGHT,70,160,0.304,31,0.4375,2,LEAN,0.0003795
837,Brian Snyder,LEFT,75,185,0,0,0.405405405,1,MODERATE,0.000647192
838,Steve Renko,RIGHT,77,230,0.215,6,0.334782609,0,HEAVY,0.0003795
839,Rick Sofield,LEFT,73,195,0.243,9,0.374358974,0,HEAVY,0.000647192
840,Carlos Velazquez,RIGHT,71,180,0,0,0.394444444,1,MODERATE,0.0003795
841,Roger Miller,RIGHT,75,200,0,0,0.375,0,HEAVY,0.0003795
842,Doug DeCinces,RIGHT,74,190,0.259,237,0.389473684,1,MODERATE,0.0003795
843,John Castino,RIGHT,71,175,0.278,41,0.405714286,1,MODERATE,0.0003795
844,Dave May,LEFT,70,186,0.251,96,0.376344086,0,HEAVY,0.000647192
845,Ron Washington,RIGHT,71,155,0.261,20,0.458064516,2,LEAN,0.0003795
846,Billy Grabarkewitz,RIGHT,70,165,0.236,28,0.424242424,1,MODERATE,0.0003795
847,Willie Aikens,LEFT,75,220,0.271,110,0.340909091,0,HEAVY,0.000647192
848,Earl Williams,RIGHT,75,215,0.247,138,0.348837209,0,HEAVY,0.0003795
849,Willie Mueller,RIGHT,76,220,0,0,0.345454545,0,HEAVY,0.0003795
850,John Flinn,RIGHT,72,175,0,0,0.411428571,1,MODERATE,0.0003795
851,Don Hahn,RIGHT,73,180,0.236,7,0.405555556,1,MODERATE,0.0003795
852,Todd Cruz,RIGHT,72,175,0.22,34,0.411428571,1,MODERATE,0.0003795
853,Tom Egan,RIGHT,76,218,0.2,22,0.348623853,0,HEAVY,0.0003795
854,Bob Heise,RIGHT,72,175,0.247,1,0.411428571,1,MODERATE,0.0003795
855,Tommy Harper,RIGHT,69,165,0.257,146,0.418181818,1,MODERATE,0.0003795
856,Joe Wallis,BOTH,71,180,0.244,16,0.394444444,1,MODERATE,0.002755676
857,Max Alvis,RIGHT,71,185,0.247,111,0.383783784,1,MODERATE,0.0003795
858,Rico Carty,RIGHT,75,200,0.299,204,0.375,0,HEAVY,0.0003795
859,Mike Cubbage,LEFT,72,180,0.258,34,0.4,1,MODERATE,0.000647192
860,Les Straker,RIGHT,73,193,0,0,0.378238342,0,HEAVY,0.0003795
861,Merritt Ranew,LEFT,71,170,0.247,8,0.417647059,1,MODERATE,0.000647192
862,Lyman Bostock,LEFT,73,180,0.311,23,0.405555556,1,MODERATE,0.000647192
863,Damaso Garcia,RIGHT,73,165,0.283,36,0.442424242,2,LEAN,0.0003795
864,Don Kainer,RIGHT,75,205,0,0,0.365853659,0,HEAVY,0.0003795
865,Don Gordon,RIGHT,73,175,0,0,0.417142857,1,MODERATE,0.0003795
866,Roy Howell,LEFT,73,190,0.261,80,0.384210526,1,MODERATE,0.000647192
867,Boog Powell,LEFT,76,230,0.266,339,0.330434783,0,HEAVY,0.000647192
868,Sandy Wihtol,RIGHT,73,195,0,0,0.374358974,0,HEAVY,0.0003795
869,Sonny Siebert,RIGHT,75,190,0.173,12,0.394736842,1,MODERATE,0.0003795
870,Jeff Richardson,RIGHT,75,185,0,0,0.405405405,1,MODERATE,0.0003795
871,Bobby Darwin,RIGHT,74,190,0.251,83,0.389473684,1,MODERATE,0.0003795
872,Dennis DeBarr,LEFT,74,190,0,0,0.389473684,1,MODERATE,0.000647192
873,Dan Driessen,LEFT,71,187,0.267,153,0.379679144,1,MODERATE,0.000647192
874,Bruce Miller,RIGHT,73,185,0.246,1,0.394594595,1,MODERATE,0.0003795
875,Bob Bailor,RIGHT,71,170,0.264,9,0.417647059,1,MODERATE,0.0003795
876,Tommy Helms,RIGHT,70,165,0.269,34,0.424242424,1,MODERATE,0.0003795
877,Tony Armas,RIGHT,71,182,0.252,251,0.39010989,1,MODERATE,0.0003795
878,Willie Horton,RIGHT,71,209,0.273,325,0.339712919,0,HEAVY,0.0003795
879,Lou Piniella,RIGHT,72,182,0.291,102,0.395604396,1,MODERATE,0.0003795
880,Butch Hobson,RIGHT,73,193,0.248,98,0.378238342,0,HEAVY,0.0003795
881,John Wathan,RIGHT,74,205,0.262,21,0.36097561,0,HEAVY,0.0003795
882,Hal King,LEFT,73,200,0.214,24,0.365,0,HEAVY,0.000647192
883,Mike Krukow,RIGHT,77,205,0.193,5,0.375609756,0,HEAVY,0.0003795
884,Andres Mora,RIGHT,72,180,0.223,27,0.4,1,MODERATE,0.0003795
885,Barry Foote,RIGHT,75,205,0.23,57,0.365853659,0,HEAVY,0.0003795
886,Ed Ott,LEFT,70,190,0.259,33,0.368421053,0,HEAVY,0.000647192
887,Alan Wiggins,BOTH,74,160,0.259,5,0.4625,2,LEAN,0.002755676
888,Ron Clark,RIGHT,70,175,0.189,5,0.4,1,MODERATE,0.0003795
889,Jay Pettibone,RIGHT,76,182,0,0,0.417582418,1,MODERATE,0.0003795
890,Glen Cook,RIGHT,71,180,0,0,0.394444444,1,MODERATE,0.0003795
891,Julio Gotay,RIGHT,72,180,0.26,6,0.4,1,MODERATE,0.0003795
892,Gary Alexander,RIGHT,74,195,0.23,55,0.379487179,1,MODERATE,0.0003795
893,Andre Thornton,RIGHT,75,200,0.254,253,0.375,0,HEAVY,0.0003795
894,Bob Oliver,RIGHT,75,205,0.256,94,0.365853659,0,HEAVY,0.0003795
895,Bill Castro,RIGHT,71,170,0,0,0.417647059,1,MODERATE,0.0003795
896,Ed Hodge,LEFT,74,192,0,0,0.385416667,1,MODERATE,0.000647192
897,Tom Buskey,RIGHT,75,200,0,0,0.375,0,HEAVY,0.0003795
898,Bruce Taylor,RIGHT,72,178,0,0,0.404494382,1,MODERATE,0.0003795
899,Stan Thomas,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
900,Bob Robertson,RIGHT,73,195,0.242,115,0.374358974,0,HEAVY,0.0003795
901,Larry Monroe,RIGHT,76,200,0,0,0.38,1,MODERATE,0.0003795
902,Roger Slagle,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
903,Ollie Brown,RIGHT,74,178,0.265,102,0.415730337,1,MODERATE,0.0003795
904,Jim Campbell,LEFT,71,175,0,0,0.405714286,1,MODERATE,0.000647192
905,Frank Quilici,RIGHT,73,170,0.214,5,0.429411765,1,MODERATE,0.0003795
906,Curt Kaufman,RIGHT,74,175,0,0,0.422857143,1,MODERATE,0.0003795
907,Joe Pepitone,LEFT,74,185,0.258,219,0.4,1,MODERATE,0.000647192
908,Steve Barber,LEFT,72,195,0.115,5,0.369230769,0,HEAVY,0.000647192
909,De Wayne Vaughn,RIGHT,71,180,0,0,0.394444444,1,MODERATE,0.0003795
910,Norm Miller,LEFT,70,185,0.238,24,0.378378378,0,HEAVY,0.000647192
911,Bob Galasso,LEFT,73,205,0,0,0.356097561,0,HEAVY,0.000647192
912,Rich Wortham,RIGHT,72,185,0,0,0.389189189,1,MODERATE,0.0003795
913,Bob Chance,LEFT,74,196,0.261,24,0.37755102,0,HEAVY,0.000647192
914,Julio Cruz,BOTH,69,165,0.237,23,0.418181818,1,MODERATE,0.002755676
915,Bill Sample,RIGHT,69,175,0.272,46,0.394285714,1,MODERATE,0.0003795
916,Juan Nieves,LEFT,75,175,0,0,0.428571429,1,MODERATE,0.000647192
917,Mike Bacsik,RIGHT,74,180,0,0,0.411111111,1,MODERATE,0.0003795
918,Craig Kusick,RIGHT,75,210,0.235,46,0.357142857,0,HEAVY,0.0003795
919,Rudy Meoli,LEFT,69,165,0.212,2,0.418181818,1,MODERATE,0.000647192
920,Ruppert Jones,LEFT,70,170,0.25,147,0.411764706,1,MODERATE,0.000647192
921,Glenn Hoffman,RIGHT,73,175,0.242,23,0.417142857,1,MODERATE,0.0003795
922,Russ Gibson,RIGHT,73,195,0.228,8,0.374358974,0,HEAVY,0.0003795
923,Phil Huffman,RIGHT,74,180,0,0,0.411111111,1,MODERATE,0.0003795
924,Terry Francona,LEFT,73,190,0.274,16,0.384210526,1,MODERATE,0.000647192
925,John Bateman,RIGHT,75,210,0.23,81,0.357142857,0,HEAVY,0.0003795
926,Luis Pujols,RIGHT,74,175,0.193,6,0.422857143,1,MODERATE,0.0003795
927,Joe Gaines,RIGHT,73,190,0.241,21,0.384210526,1,MODERATE,0.0003795
928,Doug Rader,RIGHT,74,208,0.251,155,0.355769231,0,HEAVY,0.0003795
929,Mickey Stanley,RIGHT,73,185,0.248,117,0.394594595,1,MODERATE,0.0003795
930,Steve Brown,RIGHT,77,200,0,0,0.385,1,MODERATE,0.0003795
931,Rick Lysander,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
932,Phil Bradley,RIGHT,72,185,0.286,78,0.389189189,1,MODERATE,0.0003795
